sentence,frequency
"'বিসিসিএ জানায়, সামাজিক অনুষ্ঠান বন্ধ থাকায় সারা দেশের প্রতিষ্ঠানের মাসে লোকসান ১০০ টাকা",1
মিলিয়ে করোনা সংক্রমণের ১৪ মাসের ৯ মাসই বন্ধ কমিউনিটি সেন্টার কনভেনশন হলগুলো,1
"একমাত্র দাবি, ১৭ জুন করোনার বিস্তার রোধে প্রজ্ঞাপন জারি হবে, পর্যটন বিনোদনকেন্দ্র বিভাগ সরিয়ে হোটেল–রেস্টুরেন্ট বিভাগে খোলার অনুমতি হয়",1
২২টি মন্ত্রণালয় বিভাগ তরুণদের উন্নয়নের জড়িত,1
"অর্থবছরের (২০২১-২২) বার্ষিক উন্নয়ন কর্মসূচিতে (এডিপি) এসব মন্ত্রণালয় বিভাগগুলোতে বরাদ্দ হয়েছে, ১৪ শতাংশ সরাসরি তরুণদের কেন্দ্র বরাদ্দ হয়",1
৬০ শতাংশ বরাদ্দ তরুণদের লাগে না,1
বাকি ২৬ শতাংশ বরাদ্দ আংশিকভাবে তরুণদের বরাদ্দ হয়,1
১২টি মন্ত্রণালয় বিভাগের বরাদ্দে তরুণদের বরাদ্দ নেই,1
বিনিয়োগকারীদের নিয়মিত লভ্যাংশ দেওয়ায় খারাপ কার্যক্রমের কারণে ২০০৯ সালে বিএসইসি কোম্পানি চারটিকে ওটিসি বাজারে স্থানান্তর করে,1
শেয়ারের দাম দিনের সর্বোচ্চ ১০ শতাংশ বেড়ে পেপার প্রসেসিং ১৭ টাকা ৬০ পয়সায় তমিজউদ্দিন টেক্সটাইল ১৩ টাকা ২০ পয়সায় উঠেছে,1
আর মনোস্পুল পেপারের শেয়ারের দামও দিনের সর্বোচ্চ পরিমাণ বেড়ে দাঁড়িয়েছে ৫৫ টাকায়,1
মুন্নু ফেবিক্সের দাম ১০ শতাংশ বেড়ে ১১ টাকায় হাতবদল হয়,1
কোম্পানিটির ১৯ লাখের শেয়ারের ক্রয়াদেশ থাকলেও হাতবদল হয়েছে ১ ৫০১টি শেয়ার,1
"ডিএসই সূত্রে গেছে, ১৯৯১ সালে শেয়ারবাজারে তালিকাভুক্ত হয়েছিল তমিজউদ্দিন টেক্সটাইল",1
১৯৮৯ সালে শেয়ারবাজারে তালিকাভুক্ত হয়েছিল মনোস্পুল পেপার,1
বিশ্বের শীর্ষ শিল্পোন্নত দেশগুলোর জোট-৭–এর নেতারা মহামারি নিয়ন্ত্রণে করোনাভাইরাসের টিকার ১০০ ডোজ দরিদ্র দেশগুলোকে দেওয়ার প্রতিশ্রুতি দিয়েছেন,1
বর্তমানে শ্রমিকসংখ্যা ১৪ হাজারে ঠেকলেও চলমান রয়েছে,1
ব্যবসায়ীদের বিশ্বাসের ভিত্তিতে ৬০ টাকা অর্থায়ন ব্যাংকগুলো,1
এস এম খালেদের গড়ে তোলা স্নোটেক্স গ্রুপের চারটি পোশাক কারখানায় বর্তমানে ১৬ কর্মী,1
১৭ দিনের দিনের মাথায় চাকরি বায়িং হাউসে,1
টানা ১৭ সকালে দৈনিক ইত্তেফাক অবজারভার পত্রিকা তাৎক্ষণিকভাবে আবেদনপত্র লিখে জমা দিয়ে আসতেন,1
"একদিন হঠাৎ খেয়াল হলো, বাসার পাশের দোকান ২৫টি খাম কিনলেন",1
স্নাতকোত্তর পড়ার সময় ১৯৯৪ সালে সংগঠনের এক বড় ভাইয়ের প্রস্তাবে দি নেশন টুডে নামের ইংরেজি পাক্ষিকে যোগ এম খালেদ,1
কিশোর বয়স সংগঠনপাগল মানুষ ধূমপানের বিরুদ্ধে সচেতনতা বাড়াতে 'অ্যান্টিস্মোকিং ক্যাম্পেইন অ্যাসোসিয়েশন (আধুনিক)'-এর সাত বন্ধুকে ঢাকা ২৬৪ কিলোমিটার পায়ে হেঁটে চট্টগ্রাম গিয়েছিলেন,1
